InstanceFile,SolverType,MISType,OrderingType,Width,Height,Size,Capacity,NumberOfGroups,NumberOfPeople,NumberOfGroupsSeated,NumberOfPeopleSeated,PercentageSeated,PercentageOccupied,PercentageEmpty,Valid,AllSeated,Timeout,OutOfMemory,SolvingTime,VariableCount,ConstraintCount
0.3.txt,Greedy_MIS_SF,ILP,,41,31,1271,1065,156,320,144,308,0.2892018779342723,0.3004694835680751,0.8379228953579858,True,False,False,False,00:00:00.01,-1,0
0.5.txt,Greedy_MIS_SF,ILP,,41,31,1271,1065,246,532,138,320,0.3004694835680751,0.49953051643192486,0.8379228953579858,True,False,False,False,00:00:00.00,-1,0
0.7.txt,Greedy_MIS_SF,ILP,,41,31,1271,1065,343,746,130,350,0.3286384976525822,0.7004694835680751,0.8379228953579858,True,False,False,False,00:00:00.00,-1,0
0.9.txt,Greedy_MIS_SF,ILP,,41,31,1271,1065,437,958,116,352,0.3305164319248826,0.8995305164319248,0.8379228953579858,True,False,False,False,00:00:00.00,-1,0
