InstanceFile,SolverType,MISType,OrderingType,Width,Height,Size,Capacity,NumberOfGroups,NumberOfPeople,NumberOfGroupsSeated,NumberOfPeopleSeated,PercentageSeated,PercentageOccupied,PercentageEmpty,Valid,AllSeated,Timeout,OutOfMemory,SolvingTime,VariableCount,ConstraintCount
0.3.txt,Greedy_MIS_SF,ILP,,27,18,486,379,56,114,55,113,0.29815303430079154,0.3007915567282322,0.779835390946502,True,False,False,False,00:00:00.00,-1,0
0.5.txt,Greedy_MIS_SF,ILP,,27,18,486,379,92,190,52,130,0.34300791556728233,0.5013192612137203,0.779835390946502,True,False,False,False,00:00:00.00,-1,0
0.7.txt,Greedy_MIS_SF,ILP,,27,18,486,379,121,265,52,132,0.3482849604221636,0.6992084432717678,0.779835390946502,True,False,False,False,00:00:00.00,-1,0
0.9.txt,Greedy_MIS_SF,ILP,,27,18,486,379,154,341,46,140,0.36939313984168864,0.899736147757256,0.779835390946502,True,False,False,False,00:00:00.00,-1,0
