InstanceFile,MISType,Width,Height,Size,Capacity,Timeout,ConstructionTime,MISFindingTime,MISLength
random_nrc_25_20_pe_0%_po_30.0%_1.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_30.0%_2.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_30.0%_3.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_30.0%_4.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_30.0%_5.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_50.0%_1.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_50.0%_2.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_50.0%_3.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_50.0%_4.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_50.0%_5.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_70.0%_1.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_70.0%_2.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_70.0%_3.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_70.0%_4.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_70.0%_5.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_90.0%_1.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_90.0%_2.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_90.0%_3.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_0%_po_90.0%_4.txt,None,25,20,500,500,False,00:00:00.00,,0
random_nrc_25_20_pe_0%_po_90.0%_5.txt,None,25,20,500,500,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_30.0%_1.txt,None,25,20,500,404,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_30.0%_2.txt,None,25,20,500,388,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_30.0%_3.txt,None,25,20,500,401,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_30.0%_4.txt,None,25,20,500,402,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_30.0%_5.txt,None,25,20,500,397,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_50.0%_1.txt,None,25,20,500,413,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_50.0%_2.txt,None,25,20,500,384,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_50.0%_3.txt,None,25,20,500,406,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_50.0%_4.txt,None,25,20,500,406,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_50.0%_5.txt,None,25,20,500,404,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_70.0%_1.txt,None,25,20,500,390,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_70.0%_2.txt,None,25,20,500,398,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_70.0%_3.txt,None,25,20,500,408,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_70.0%_4.txt,None,25,20,500,396,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_70.0%_5.txt,None,25,20,500,409,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_90.0%_1.txt,None,25,20,500,398,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_90.0%_2.txt,None,25,20,500,402,False,00:00:00.00,,0
random_nrc_25_20_pe_20.0%_po_90.0%_3.txt,None,25,20,500,391,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_90.0%_4.txt,None,25,20,500,415,False,00:00:00.01,,0
random_nrc_25_20_pe_20.0%_po_90.0%_5.txt,None,25,20,500,403,False,00:00:00.00,,0
random_nrc_25_20_pe_40.0%_po_30.0%_1.txt,None,25,20,500,323,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_30.0%_2.txt,None,25,20,500,289,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_30.0%_3.txt,None,25,20,500,293,False,00:00:00.00,,0
random_nrc_25_20_pe_40.0%_po_30.0%_4.txt,None,25,20,500,283,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_30.0%_5.txt,None,25,20,500,296,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_50.0%_1.txt,None,25,20,500,302,False,00:00:00.00,,0
random_nrc_25_20_pe_40.0%_po_50.0%_2.txt,None,25,20,500,281,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_50.0%_3.txt,None,25,20,500,306,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_50.0%_4.txt,None,25,20,500,316,False,00:00:00.00,,0
random_nrc_25_20_pe_40.0%_po_50.0%_5.txt,None,25,20,500,296,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_70.0%_1.txt,None,25,20,500,289,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_70.0%_2.txt,None,25,20,500,296,False,00:00:00.00,,0
random_nrc_25_20_pe_40.0%_po_70.0%_3.txt,None,25,20,500,273,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_70.0%_4.txt,None,25,20,500,306,False,00:00:00.00,,0
random_nrc_25_20_pe_40.0%_po_70.0%_5.txt,None,25,20,500,316,False,00:00:00.00,,0
random_nrc_25_20_pe_40.0%_po_90.0%_1.txt,None,25,20,500,286,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_90.0%_2.txt,None,25,20,500,270,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_90.0%_3.txt,None,25,20,500,309,False,00:00:00.00,,0
random_nrc_25_20_pe_40.0%_po_90.0%_4.txt,None,25,20,500,316,False,00:00:00.01,,0
random_nrc_25_20_pe_40.0%_po_90.0%_5.txt,None,25,20,500,308,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_30.0%_1.txt,None,25,20,500,186,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_30.0%_2.txt,None,25,20,500,214,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_30.0%_3.txt,None,25,20,500,216,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_30.0%_4.txt,None,25,20,500,207,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_30.0%_5.txt,None,25,20,500,202,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_50.0%_1.txt,None,25,20,500,217,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_50.0%_2.txt,None,25,20,500,186,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_50.0%_3.txt,None,25,20,500,212,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_50.0%_4.txt,None,25,20,500,211,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_50.0%_5.txt,None,25,20,500,181,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_70.0%_1.txt,None,25,20,500,201,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_70.0%_2.txt,None,25,20,500,205,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_70.0%_3.txt,None,25,20,500,203,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_70.0%_4.txt,None,25,20,500,216,False,00:00:00.01,,0
random_nrc_25_20_pe_60.0%_po_70.0%_5.txt,None,25,20,500,197,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_90.0%_1.txt,None,25,20,500,209,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_90.0%_2.txt,None,25,20,500,199,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_90.0%_3.txt,None,25,20,500,197,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_90.0%_4.txt,None,25,20,500,195,False,00:00:00.00,,0
random_nrc_25_20_pe_60.0%_po_90.0%_5.txt,None,25,20,500,205,False,00:00:00.01,,0
random_nrc_25_20_pe_80.0%_po_30.0%_1.txt,None,25,20,500,108,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_30.0%_2.txt,None,25,20,500,96,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_30.0%_3.txt,None,25,20,500,108,False,00:00:00.02,,0
random_nrc_25_20_pe_80.0%_po_30.0%_4.txt,None,25,20,500,107,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_30.0%_5.txt,None,25,20,500,112,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_50.0%_1.txt,None,25,20,500,104,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_50.0%_2.txt,None,25,20,500,92,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_50.0%_3.txt,None,25,20,500,97,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_50.0%_4.txt,None,25,20,500,92,False,00:00:00.01,,0
random_nrc_25_20_pe_80.0%_po_50.0%_5.txt,None,25,20,500,101,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_70.0%_1.txt,None,25,20,500,111,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_70.0%_2.txt,None,25,20,500,94,False,00:00:00.01,,0
random_nrc_25_20_pe_80.0%_po_70.0%_3.txt,None,25,20,500,92,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_70.0%_4.txt,None,25,20,500,97,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_70.0%_5.txt,None,25,20,500,85,False,00:00:00.01,,0
random_nrc_25_20_pe_80.0%_po_90.0%_1.txt,None,25,20,500,105,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_90.0%_2.txt,None,25,20,500,96,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_90.0%_3.txt,None,25,20,500,104,False,00:00:00.02,,0
random_nrc_25_20_pe_80.0%_po_90.0%_4.txt,None,25,20,500,99,False,00:00:00.00,,0
random_nrc_25_20_pe_80.0%_po_90.0%_5.txt,None,25,20,500,96,False,00:00:00.00,,0
