InstanceFile,MISType,Width,Height,Size,Capacity,Timeout,ConstructionTime,MISFindingTime,MISLength
random_nrc_120_10_pe_0%_po_30.0%_1.txt,ILP,120,10,1200,1200,False,00:00:00.05,00:00:00.18,400
random_nrc_120_10_pe_0%_po_30.0%_2.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.18,400
random_nrc_120_10_pe_0%_po_30.0%_3.txt,ILP,120,10,1200,1200,False,00:00:00.05,00:00:00.13,400
random_nrc_120_10_pe_0%_po_30.0%_4.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.14,400
random_nrc_120_10_pe_0%_po_30.0%_5.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.14,400
random_nrc_120_10_pe_0%_po_50.0%_1.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.14,400
random_nrc_120_10_pe_0%_po_50.0%_2.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.14,400
random_nrc_120_10_pe_0%_po_50.0%_3.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.14,400
random_nrc_120_10_pe_0%_po_50.0%_4.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.14,400
random_nrc_120_10_pe_0%_po_50.0%_5.txt,ILP,120,10,1200,1200,False,00:00:00.03,00:00:00.13,400
random_nrc_120_10_pe_0%_po_70.0%_1.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.12,400
random_nrc_120_10_pe_0%_po_70.0%_2.txt,ILP,120,10,1200,1200,False,00:00:00.03,00:00:00.13,400
random_nrc_120_10_pe_0%_po_70.0%_3.txt,ILP,120,10,1200,1200,False,00:00:00.03,00:00:00.13,400
random_nrc_120_10_pe_0%_po_70.0%_4.txt,ILP,120,10,1200,1200,False,00:00:00.03,00:00:00.14,400
random_nrc_120_10_pe_0%_po_70.0%_5.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.12,400
random_nrc_120_10_pe_0%_po_90.0%_1.txt,ILP,120,10,1200,1200,False,00:00:00.04,00:00:00.15,400
random_nrc_120_10_pe_0%_po_90.0%_2.txt,ILP,120,10,1200,1200,False,00:00:00.03,00:00:00.13,400
random_nrc_120_10_pe_0%_po_90.0%_3.txt,ILP,120,10,1200,1200,False,00:00:00.03,00:00:00.13,400
