InstanceFile,MISType,Width,Height,Size,Capacity,Timeout,ConstructionTime,MISFindingTime,MISLength
random_nrc_40_25_pe_0%_po_30.0%_1.txt,ILP,40,25,1000,1000,False,00:00:00.05,00:00:01.45,251
random_nrc_40_25_pe_0%_po_30.0%_2.txt,ILP,40,25,1000,1000,False,00:00:00.05,00:00:01.10,251
random_nrc_40_25_pe_0%_po_30.0%_3.txt,ILP,40,25,1000,1000,False,00:00:00.05,00:00:01.25,251
random_nrc_40_25_pe_0%_po_30.0%_4.txt,ILP,40,25,1000,1000,False,00:00:00.05,00:00:01.34,251
random_nrc_40_25_pe_0%_po_30.0%_5.txt,ILP,40,25,1000,1000,False,00:00:00.06,00:00:01.34,251
random_nrc_40_25_pe_0%_po_50.0%_1.txt,ILP,40,25,1000,1000,False,00:00:00.04,00:00:01.27,251
random_nrc_40_25_pe_0%_po_50.0%_2.txt,ILP,40,25,1000,1000,False,00:00:00.06,00:00:01.18,251
random_nrc_40_25_pe_0%_po_50.0%_3.txt,ILP,40,25,1000,1000,False,00:00:00.04,00:00:01.16,251
random_nrc_40_25_pe_0%_po_50.0%_4.txt,ILP,40,25,1000,1000,False,00:00:00.05,00:00:01.15,251
random_nrc_40_25_pe_0%_po_50.0%_5.txt,ILP,40,25,1000,1000,False,00:00:00.04,00:00:01.34,251
random_nrc_40_25_pe_0%_po_70.0%_1.txt,ILP,40,25,1000,1000,False,00:00:00.05,00:00:01.54,251
random_nrc_40_25_pe_0%_po_70.0%_2.txt,ILP,40,25,1000,1000,False,00:00:00.04,00:00:01.21,251
random_nrc_40_25_pe_0%_po_70.0%_3.txt,ILP,40,25,1000,1000,False,00:00:00.06,00:00:01.81,251
random_nrc_40_25_pe_0%_po_70.0%_4.txt,ILP,40,25,1000,1000,False,00:00:00.04,00:00:01.42,251
random_nrc_40_25_pe_0%_po_70.0%_5.txt,ILP,40,25,1000,1000,False,00:00:00.05,00:00:01.10,251
random_nrc_40_25_pe_0%_po_90.0%_1.txt,ILP,40,25,1000,1000,False,00:00:00.04,00:00:01.18,251
