InstanceFile,MISType,Width,Height,Size,Capacity,Timeout,ConstructionTime,MISFindingTime,MISLength
random_nrc_75_20_pe_0%_po_30.0%_1.txt,None,75,20,1500,1500,False,00:00:00.10,,0
random_nrc_75_20_pe_0%_po_30.0%_2.txt,None,75,20,1500,1500,False,00:00:00.11,,0
random_nrc_75_20_pe_0%_po_30.0%_3.txt,None,75,20,1500,1500,False,00:00:00.13,,0
random_nrc_75_20_pe_0%_po_30.0%_4.txt,None,75,20,1500,1500,False,00:00:00.14,,0
random_nrc_75_20_pe_0%_po_30.0%_5.txt,None,75,20,1500,1500,False,00:00:00.14,,0
random_nrc_75_20_pe_0%_po_50.0%_1.txt,None,75,20,1500,1500,False,00:00:00.12,,0
random_nrc_75_20_pe_0%_po_50.0%_2.txt,None,75,20,1500,1500,False,00:00:00.11,,0
random_nrc_75_20_pe_0%_po_50.0%_3.txt,None,75,20,1500,1500,False,00:00:00.13,,0
random_nrc_75_20_pe_0%_po_50.0%_4.txt,None,75,20,1500,1500,False,00:00:00.11,,0
random_nrc_75_20_pe_0%_po_50.0%_5.txt,None,75,20,1500,1500,False,00:00:00.11,,0
random_nrc_75_20_pe_0%_po_70.0%_1.txt,None,75,20,1500,1500,False,00:00:00.12,,0
random_nrc_75_20_pe_0%_po_70.0%_2.txt,None,75,20,1500,1500,False,00:00:00.13,,0
random_nrc_75_20_pe_0%_po_70.0%_3.txt,None,75,20,1500,1500,False,00:00:00.11,,0
random_nrc_75_20_pe_0%_po_70.0%_4.txt,None,75,20,1500,1500,False,00:00:00.10,,0
random_nrc_75_20_pe_0%_po_70.0%_5.txt,None,75,20,1500,1500,False,00:00:00.13,,0
random_nrc_75_20_pe_0%_po_90.0%_1.txt,None,75,20,1500,1500,False,00:00:00.11,,0
random_nrc_75_20_pe_0%_po_90.0%_2.txt,None,75,20,1500,1500,False,00:00:00.12,,0
random_nrc_75_20_pe_0%_po_90.0%_3.txt,None,75,20,1500,1500,False,00:00:00.11,,0
random_nrc_75_20_pe_0%_po_90.0%_4.txt,None,75,20,1500,1500,False,00:00:00.11,,0
random_nrc_75_20_pe_0%_po_90.0%_5.txt,None,75,20,1500,1500,False,00:00:00.12,,0
random_nrc_75_20_pe_20.0%_po_30.0%_1.txt,None,75,20,1500,1177,False,00:00:00.12,,0
random_nrc_75_20_pe_20.0%_po_30.0%_2.txt,None,75,20,1500,1192,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_30.0%_3.txt,None,75,20,1500,1178,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_30.0%_4.txt,None,75,20,1500,1191,False,00:00:00.13,,0
random_nrc_75_20_pe_20.0%_po_30.0%_5.txt,None,75,20,1500,1220,False,00:00:00.12,,0
random_nrc_75_20_pe_20.0%_po_50.0%_1.txt,None,75,20,1500,1222,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_50.0%_2.txt,None,75,20,1500,1222,False,00:00:00.11,,0
random_nrc_75_20_pe_20.0%_po_50.0%_3.txt,None,75,20,1500,1188,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_50.0%_4.txt,None,75,20,1500,1190,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_50.0%_5.txt,None,75,20,1500,1190,False,00:00:00.09,,0
random_nrc_75_20_pe_20.0%_po_70.0%_1.txt,None,75,20,1500,1193,False,00:00:00.11,,0
random_nrc_75_20_pe_20.0%_po_70.0%_2.txt,None,75,20,1500,1207,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_70.0%_3.txt,None,75,20,1500,1177,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_70.0%_4.txt,None,75,20,1500,1204,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_70.0%_5.txt,None,75,20,1500,1203,False,00:00:00.11,,0
random_nrc_75_20_pe_20.0%_po_90.0%_1.txt,None,75,20,1500,1200,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_90.0%_2.txt,None,75,20,1500,1196,False,00:00:00.11,,0
random_nrc_75_20_pe_20.0%_po_90.0%_3.txt,None,75,20,1500,1210,False,00:00:00.10,,0
random_nrc_75_20_pe_20.0%_po_90.0%_4.txt,None,75,20,1500,1201,False,00:00:00.11,,0
random_nrc_75_20_pe_20.0%_po_90.0%_5.txt,None,75,20,1500,1210,False,00:00:00.11,,0
random_nrc_75_20_pe_40.0%_po_30.0%_1.txt,None,75,20,1500,916,False,00:00:00.12,,0
random_nrc_75_20_pe_40.0%_po_30.0%_2.txt,None,75,20,1500,894,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_30.0%_3.txt,None,75,20,1500,867,False,00:00:00.12,,0
random_nrc_75_20_pe_40.0%_po_30.0%_4.txt,None,75,20,1500,896,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_30.0%_5.txt,None,75,20,1500,886,False,00:00:00.11,,0
random_nrc_75_20_pe_40.0%_po_50.0%_1.txt,None,75,20,1500,900,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_50.0%_2.txt,None,75,20,1500,892,False,00:00:00.12,,0
random_nrc_75_20_pe_40.0%_po_50.0%_3.txt,None,75,20,1500,916,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_50.0%_4.txt,None,75,20,1500,882,False,00:00:00.12,,0
random_nrc_75_20_pe_40.0%_po_50.0%_5.txt,None,75,20,1500,888,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_70.0%_1.txt,None,75,20,1500,893,False,00:00:00.11,,0
random_nrc_75_20_pe_40.0%_po_70.0%_2.txt,None,75,20,1500,888,False,00:00:00.09,,0
random_nrc_75_20_pe_40.0%_po_70.0%_3.txt,None,75,20,1500,905,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_70.0%_4.txt,None,75,20,1500,899,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_70.0%_5.txt,None,75,20,1500,931,False,00:00:00.11,,0
random_nrc_75_20_pe_40.0%_po_90.0%_1.txt,None,75,20,1500,933,False,00:00:00.09,,0
random_nrc_75_20_pe_40.0%_po_90.0%_2.txt,None,75,20,1500,897,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_90.0%_3.txt,None,75,20,1500,891,False,00:00:00.10,,0
random_nrc_75_20_pe_40.0%_po_90.0%_4.txt,None,75,20,1500,909,False,00:00:00.11,,0
