InstanceFile,MISType,Width,Height,Size,Capacity,Timeout,ConstructionTime,MISFindingTime,MISLength
random_nrc_10_12_pe_0%_po_30.0%_1.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.03,30
random_nrc_10_12_pe_0%_po_30.0%_2.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_30.0%_3.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.02,30
random_nrc_10_12_pe_0%_po_30.0%_4.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_30.0%_5.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_50.0%_1.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_50.0%_2.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.02,30
random_nrc_10_12_pe_0%_po_50.0%_3.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_50.0%_4.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_50.0%_5.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_70.0%_1.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_70.0%_2.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_70.0%_3.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_70.0%_4.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_70.0%_5.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_90.0%_1.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.02,30
random_nrc_10_12_pe_0%_po_90.0%_2.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.02,30
random_nrc_10_12_pe_0%_po_90.0%_3.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_0%_po_90.0%_4.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.02,30
random_nrc_10_12_pe_0%_po_90.0%_5.txt,ILP,10,12,120,120,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_20.0%_po_30.0%_1.txt,ILP,10,12,120,94,False,00:00:00.00,00:00:00.01,28
random_nrc_10_12_pe_20.0%_po_30.0%_2.txt,ILP,10,12,120,93,False,00:00:00.00,00:00:00.00,29
random_nrc_10_12_pe_20.0%_po_30.0%_3.txt,ILP,10,12,120,98,False,00:00:00.00,00:00:00.01,28
random_nrc_10_12_pe_20.0%_po_30.0%_4.txt,ILP,10,12,120,91,False,00:00:00.00,00:00:00.01,26
random_nrc_10_12_pe_20.0%_po_30.0%_5.txt,ILP,10,12,120,93,False,00:00:00.00,00:00:00.00,27
random_nrc_10_12_pe_20.0%_po_50.0%_1.txt,ILP,10,12,120,98,False,00:00:00.00,00:00:00.01,29
random_nrc_10_12_pe_20.0%_po_50.0%_2.txt,ILP,10,12,120,91,False,00:00:00.00,00:00:00.01,27
random_nrc_10_12_pe_20.0%_po_50.0%_3.txt,ILP,10,12,120,94,False,00:00:00.00,00:00:00.00,28
random_nrc_10_12_pe_20.0%_po_50.0%_4.txt,ILP,10,12,120,91,False,00:00:00.00,00:00:00.01,28
random_nrc_10_12_pe_20.0%_po_50.0%_5.txt,ILP,10,12,120,98,False,00:00:00.00,00:00:00.01,28
random_nrc_10_12_pe_20.0%_po_70.0%_1.txt,ILP,10,12,120,96,False,00:00:00.00,00:00:00.01,29
random_nrc_10_12_pe_20.0%_po_70.0%_2.txt,ILP,10,12,120,102,False,00:00:00.00,00:00:00.01,28
random_nrc_10_12_pe_20.0%_po_70.0%_3.txt,ILP,10,12,120,98,False,00:00:00.00,00:00:00.01,27
random_nrc_10_12_pe_20.0%_po_70.0%_4.txt,ILP,10,12,120,102,False,00:00:00.00,00:00:00.01,29
random_nrc_10_12_pe_20.0%_po_70.0%_5.txt,ILP,10,12,120,101,False,00:00:00.00,00:00:00.00,29
random_nrc_10_12_pe_20.0%_po_90.0%_1.txt,ILP,10,12,120,102,False,00:00:00.00,00:00:00.01,29
random_nrc_10_12_pe_20.0%_po_90.0%_2.txt,ILP,10,12,120,106,False,00:00:00.00,00:00:00.01,30
random_nrc_10_12_pe_20.0%_po_90.0%_3.txt,ILP,10,12,120,97,False,00:00:00.00,00:00:00.00,28
random_nrc_10_12_pe_20.0%_po_90.0%_4.txt,ILP,10,12,120,98,False,00:00:00.00,00:00:00.01,28
random_nrc_10_12_pe_20.0%_po_90.0%_5.txt,ILP,10,12,120,97,False,00:00:00.00,00:00:00.01,28
random_nrc_10_12_pe_40.0%_po_30.0%_1.txt,ILP,10,12,120,67,False,00:00:00.00,00:00:00.00,26
random_nrc_10_12_pe_40.0%_po_30.0%_2.txt,ILP,10,12,120,71,False,00:00:00.00,00:00:00.00,24
random_nrc_10_12_pe_40.0%_po_30.0%_3.txt,ILP,10,12,120,80,False,00:00:00.00,00:00:00.00,25
random_nrc_10_12_pe_40.0%_po_30.0%_4.txt,ILP,10,12,120,78,False,00:00:00.00,00:00:00.00,25
random_nrc_10_12_pe_40.0%_po_30.0%_5.txt,ILP,10,12,120,70,False,00:00:00.00,00:00:00.00,24
random_nrc_10_12_pe_40.0%_po_50.0%_1.txt,ILP,10,12,120,72,False,00:00:00.00,00:00:00.00,24
random_nrc_10_12_pe_40.0%_po_50.0%_2.txt,ILP,10,12,120,66,False,00:00:00.00,00:00:00.01,23
random_nrc_10_12_pe_40.0%_po_50.0%_3.txt,ILP,10,12,120,71,False,00:00:00.00,00:00:00.01,24
