InstanceFile,MISType,Width,Height,Size,Capacity,Timeout,ConstructionTime,MISFindingTime,MISLength
random_nrc_40_20_pe_0%_po_30.0%_1.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_30.0%_2.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_30.0%_3.txt,Greedy,40,20,800,800,False,00:00:00.03,00:00:00.00,141
random_nrc_40_20_pe_0%_po_30.0%_4.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_30.0%_5.txt,Greedy,40,20,800,800,False,00:00:00.04,00:00:00.00,141
random_nrc_40_20_pe_0%_po_50.0%_1.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_50.0%_2.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_50.0%_3.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_50.0%_4.txt,Greedy,40,20,800,800,False,00:00:00.04,00:00:00.00,141
random_nrc_40_20_pe_0%_po_50.0%_5.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_70.0%_1.txt,Greedy,40,20,800,800,False,00:00:00.03,00:00:00.00,141
random_nrc_40_20_pe_0%_po_70.0%_2.txt,Greedy,40,20,800,800,False,00:00:00.03,00:00:00.00,141
random_nrc_40_20_pe_0%_po_70.0%_3.txt,Greedy,40,20,800,800,False,00:00:00.03,00:00:00.00,141
random_nrc_40_20_pe_0%_po_70.0%_4.txt,Greedy,40,20,800,800,False,00:00:00.03,00:00:00.00,141
random_nrc_40_20_pe_0%_po_70.0%_5.txt,Greedy,40,20,800,800,False,00:00:00.03,00:00:00.00,141
random_nrc_40_20_pe_0%_po_90.0%_1.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_90.0%_2.txt,Greedy,40,20,800,800,False,00:00:00.03,00:00:00.00,141
random_nrc_40_20_pe_0%_po_90.0%_3.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_90.0%_4.txt,Greedy,40,20,800,800,False,00:00:00.02,00:00:00.00,141
random_nrc_40_20_pe_0%_po_90.0%_5.txt,Greedy,40,20,800,800,False,00:00:00.03,00:00:00.00,141
random_nrc_40_20_pe_20.0%_po_30.0%_1.txt,Greedy,40,20,800,645,False,00:00:00.03,00:00:00.00,149
